code,name,surname,birthday,address_street_number,address_street,address_city,address_postal_code,address_country
ind-88504706-485,Tadeas,Didsbury,1961-11-22T20:48:35Z,24,Sugar,Kowŏn-ŭp,,North Korea
ind-38526557-823,Michaelina,Drei,1987-06-29T03:01:14Z,87,Colorado,Kujang-ŭp,,North Korea
ind-67272341-846,Cacilie,Chestnut,1957-08-01T17:30:43Z,23925,Harbort,Hŭkkyo-ri,,North Korea
ind-73769803-129,Baxy,Portugal,1998-10-25T11:48:51Z,1132,Laurel,Sŭngho 1-tong,,North Korea
ind-23141343-336,Foster,Jordin,2009-01-11T02:33:27Z,1751,Dayton,Songnim,,North Korea
ind-62617754-854,Waylin,Hiland,2009-04-23T14:53:33Z,0744,Glacier Hill,Samho-rodongjagu,,North Korea
ind-88927855-399,Kalil,Walsh,2000-07-04T07:03:57Z,7,Green Ridge,Samho-rodongjagu,,North Korea
ind-90438134-761,Odetta,Boydon,1954-06-18T18:59:11Z,514,Fieldstone,Yŏnan-ŭp,,North Korea
ind-36557693-136,Maximilian,Vaneev,1936-02-02T14:50:25Z,9938,Dennis,Kapsan-ŭp,,North Korea
ind-74118619-572,Maurine,Smedmore,1993-05-02T01:48:36Z,140,Parkside,Songnim,,North Korea
ind-53335115-019,Arlyn,Blaiklock,1926-09-13T17:12:30Z,6,Kedzie,Songnim,,North Korea
ind-41115017-795,Hetti,Duthie,1921-10-06T03:03:58Z,1,Westend,Yuktae-dong,,North Korea
ind-31626193-178,Morton,Iiannone,1982-12-02T16:52:37Z,767,Lukken,Najin,,North Korea
ind-68545645-378,Vinny,Cathro,1978-03-31T22:12:52Z,7,Bluestem,Namp’o,,North Korea
ind-77550456-521,Gabby,Couzens,1944-10-16T16:47:00Z,25,Logan,Hongwŏn,,North Korea
ind-63479172-289,Courtnay,Sarjant,1944-03-29T22:59:27Z,1,Clemons,Hyesan-si,,North Korea
ind-66514137-997,Coleman,Crosher,1996-01-04T16:27:04Z,7,Melby,Yŏnggwang-ŭp,,North Korea
ind-25752101-148,Randie,Grayley,1936-03-08T14:39:41Z,090,Lotheville,Chasŏng,,North Korea
ind-40302610-402,Judon,Davidai,1950-07-19T03:01:34Z,84566,Jana,Kilju,,North Korea
ind-99711093-264,Ario,Grier,1923-11-30T17:49:22Z,339,Mccormick,P’yŏngsŏng,,North Korea
ind-62765320-097,Boone,Dainty,1984-12-09T15:20:21Z,80,Rigney,Sakchu-ŭp,,North Korea
ind-26432490-797,Jodee,Bunce,1992-03-26T22:00:54Z,454,Ludington,Sŭngho 1-tong,,North Korea
ind-31831065-890,Rayner,Wegener,1934-04-25T18:49:53Z,5,Commercial,Hyesan-dong,,North Korea
ind-99635619-047,Flory,Norheny,1958-12-28T01:58:09Z,15912,Carberry,Najin,,North Korea
ind-33445383-350,Ollie,Di Nisco,1996-08-29T08:21:50Z,2,Fair Oaks,Hyesan-si,,North Korea
ind-89293818-922,Rourke,Scrowson,1958-06-15T04:12:59Z,07261,Butternut,Hoeyang,,North Korea
ind-21272262-900,Gates,Hurry,1980-07-01T00:26:13Z,09,Fairfield,Hoeyang,,North Korea
ind-28716842-994,Jade,Pollastrone,1996-07-13T23:58:08Z,92945,Village,Aoji-ri,,North Korea
ind-53155403-873,Garvin,Silverton,1995-10-10T09:21:48Z,3726,Maryland,Chongjin,,North Korea
ind-39910472-430,Maddy,Vlasov,1921-12-12T12:27:36Z,8,Lerdahl,Ayang-ni,,North Korea
ind-74658166-623,Adriane,Gabbott,1983-10-03T13:28:22Z,65,International,Kusŏng,,North Korea
ind-09064776-264,Adan,Sor,2003-07-19T23:36:33Z,76,Hanover,Chongjin,,North Korea
ind-56867545-597,Juanita,Simo,2008-02-23T09:56:46Z,1507,Lerdahl,Namp’o,,North Korea
ind-44114446-973,Kermie,Baillie,1948-08-21T06:07:34Z,54409,Butternut,Kapsan-ŭp,,North Korea
ind-20579425-387,Cynthie,Karp,1934-06-04T06:23:45Z,13,Brentwood,Hyesan-dong,,North Korea
ind-07443639-599,Glenn,Pemble,1955-10-18T10:18:11Z,85,Dexter,Anju,,North Korea
ind-55363758-669,Charyl,Mattheissen,1999-08-08T22:29:26Z,7825,Division,Nanam,,North Korea
ind-78259475-050,Jennine,Mosby,1938-12-21T22:44:23Z,74816,Merchant,Haeju,,North Korea
ind-92904949-708,Sosanna,Genny,1994-03-18T12:56:28Z,3979,Hollow Ridge,Wŏnsan,,North Korea
ind-40565151-828,Gradey,Caldaro,2004-11-21T14:01:43Z,1391,Corry,Chasŏng,,North Korea
ind-88761437-000,Jacquetta,Beauvais,1975-09-13T22:22:48Z,45,Karstens,Ŭiju,,North Korea
ind-83477866-373,Inglebert,Gregori,1974-08-23T13:03:54Z,228,Swallow,Hŭkkyo-ri,,North Korea
ind-07518883-969,Aurelea,Radleigh,1992-08-10T15:52:06Z,80149,Morningstar,Sŭngho 1-tong,,North Korea
ind-35283788-694,Elset,Bourthouloume,2004-04-24T07:57:28Z,9020,Jay,Anbyŏn-ŭp,,North Korea
ind-02235894-191,Catina,Giovanazzi,1985-08-05T02:28:46Z,19169,Monterey,Kanggye-si,,North Korea
ind-62616380-444,Alexis,Christophers,1934-06-02T22:05:07Z,303,Anniversary,Yŏnggwang-ŭp,,North Korea
ind-41607673-794,Gisela,O'Kennedy,1955-04-11T18:33:24Z,49,Barby,Hyesan-si,,North Korea
ind-29937923-341,Mommy,Dello,1961-10-07T16:07:38Z,7336,Farragut,Anbyŏn-ŭp,,North Korea
ind-24260835-365,Maryanna,Lavrick,1933-09-23T06:48:29Z,689,Schmedeman,Sinŭiju,,North Korea
ind-48233732-252,Valerie,Tukesby,1925-02-20T12:52:59Z,2263,Iowa,Haeju,,North Korea
ind-97107501-240,Janeen,Baniard,1992-10-17T20:19:31Z,998,Clyde Gallagher,Anju,,North Korea
ind-27884512-396,Britt,Giovanni,1962-01-10T13:08:33Z,7,Melby,Kowŏn-ŭp,,North Korea
ind-16544097-127,Jaquenetta,Kohen,1973-02-06T15:52:41Z,48,Iowa,Hoeyang,,North Korea
ind-95790746-362,Torie,Cockman,1957-12-05T06:22:32Z,00406,Jenifer,Chongjin,,North Korea
ind-38338181-734,Linnea,Letrange,1932-05-07T08:27:27Z,148,Clemons,Yuktae-dong,,North Korea
ind-19627285-978,Robin,Scase,1968-03-02T10:13:55Z,0091,4th,Namp’o,,North Korea
ind-99979239-046,Royal,Eusden,1982-12-23T17:03:43Z,818,Heffernan,Chaeryŏng-ŭp,,North Korea
ind-07471824-294,Isak,Vedeshkin,1959-11-22T03:05:15Z,68356,Troy,Hyesan-si,,North Korea
ind-69112530-395,Ebenezer,Solomon,1958-07-29T20:27:22Z,990,Summerview,Kujang-ŭp,,North Korea
ind-85109511-537,Maurita,Goggey,1945-06-08T12:31:08Z,158,Glendale,Sakchu-ŭp,,North Korea
ind-66092717-029,Benedick,Wyd,1984-05-07T10:43:01Z,95,Prentice,Yuktae-dong,,North Korea
ind-28393549-939,Sheppard,Benting,1977-09-08T19:08:33Z,219,Kropf,Sinanju,,North Korea
ind-57946716-234,Roda,Blagbrough,1947-12-29T19:20:30Z,936,Dakota,Chunghwa,,North Korea
ind-44793904-499,Mellicent,Hanster,1945-10-17T05:12:57Z,0989,Dawn,Pyongyang,,North Korea
ind-25936523-609,Anstice,Bywater,1986-12-20T06:30:14Z,207,Coolidge,Samho-rodongjagu,,North Korea
ind-53208408-456,Willamina,Crepin,1937-01-11T03:46:44Z,0,John Wall,Kujang-ŭp,,North Korea
ind-81149821-684,Bird,Fearnside,2002-08-19T09:46:00Z,96,Vera,Najin,,North Korea
ind-98543005-261,Vinita,Pilsbury,2004-01-06T09:44:55Z,1925,Gateway,Sinmak,,North Korea
ind-14848059-428,Borden,Cheverton,1933-04-03T07:53:00Z,85,Carey,Kapsan-ŭp,,North Korea
ind-66804416-940,Jennie,Soaper,1980-02-13T10:51:11Z,5,Reinke,Hamhŭng,,North Korea
ind-04505701-489,Kellie,McGow,1961-01-26T13:43:31Z,96,Hauk,Sakchu-ŭp,,North Korea
ind-72297763-345,Freddy,Extence,1995-10-03T01:27:53Z,85809,Oakridge,Hŭkkyo-ri,,North Korea
ind-17425224-494,Ivonne,Cason,1995-09-27T15:24:59Z,2017,Sunnyside,Ayang-ni,,North Korea
ind-59811578-636,Kyle,Rouse,1980-09-09T01:09:49Z,3,Judy,Sŭngho 1-tong,,North Korea
ind-28893238-756,Marius,Hirtz,1921-12-18T06:33:49Z,94703,Warrior,Onsŏng,,North Korea
ind-46119743-246,Doralia,Cady,1973-10-29T09:47:57Z,43264,Charing Cross,Kilju,,North Korea
ind-62388579-925,Bobbe,Gammett,1959-11-28T20:19:01Z,812,Aberg,Kapsan-ŭp,,North Korea
ind-76952105-144,Richmond,Veness,1927-05-05T03:40:48Z,1,Old Shore,Pyongyang,,North Korea
ind-10329713-427,Hyacintha,Avey,2006-06-11T04:14:56Z,21990,8th,Chasŏng,,North Korea
ind-55495838-668,Marchall,Bullick,1975-03-31T10:57:14Z,6,Carioca,Musan-ŭp,,North Korea
ind-06061380-827,Sibby,Baynom,1920-10-08T18:30:11Z,97,Graceland,T’ongch’ŏn-ŭp,,North Korea
ind-35955149-355,Moore,Bowbrick,1924-08-04T04:03:32Z,583,Sauthoff,Namp’o,,North Korea
ind-93047258-254,Courtney,Murcott,1967-03-07T12:49:17Z,04165,Dexter,Songnim,,North Korea
ind-76836470-866,Cecilla,McBeth,1971-03-07T19:22:42Z,3871,Crest Line,Najin,,North Korea
ind-47652545-501,Delmore,Vibert,1922-04-26T11:15:49Z,9068,Burning Wood,Yŏnggwang-ŭp,,North Korea
ind-26494192-368,Gusta,Danilin,1958-07-12T05:27:03Z,353,Anderson,Sinmak,,North Korea
ind-87265767-646,Ferdy,MacKenney,1927-05-20T10:59:16Z,167,Bluestem,Sil-li,,North Korea
ind-48043312-971,Nedi,Castagna,1948-12-04T09:50:08Z,939,Twin Pines,Namyang-dong,,North Korea
ind-42845310-354,Valli,Anespie,2004-08-23T20:45:08Z,6425,7th,Yŏnan-ŭp,,North Korea
ind-92109822-114,Wilmette,Pulbrook,1934-06-01T21:29:43Z,4382,Schurz,Kapsan-ŭp,,North Korea
ind-05703161-855,Guendolen,Richardsson,1928-05-23T14:56:26Z,89,Straubel,Hoeyang,,North Korea
ind-72024736-606,Jerrilee,Stockwell,1970-03-08T19:15:24Z,5342,Barnett,Hŭngju-dong,,North Korea
ind-54572322-193,Binky,Wressell,2002-09-03T01:24:09Z,9,Warner,Ayang-ni,,North Korea
ind-42326560-122,Channa,Bowkett,1968-05-04T01:14:19Z,23,Upham,Sinanju,,North Korea
ind-01702010-297,Lenna,Sicily,1957-10-29T13:17:56Z,564,Harbort,T’ongch’ŏn-ŭp,,North Korea
ind-17830635-759,Bram,Grene,1932-11-03T15:13:50Z,9,Holmberg,Sŭngho 1-tong,,North Korea
ind-92187518-063,Sherlocke,Ebi,1997-09-02T21:21:24Z,8477,Anthes,P’yŏngsŏng,,North Korea
ind-65664786-023,Purcell,Burney,1988-10-23T05:21:29Z,53,8th,Sinŭiju,,North Korea
ind-81581878-459,Kattie,Stanway,1988-12-16T23:20:08Z,43,Briar Crest,Namp’o,,North Korea
ind-80629319-648,Grange,Cassey,1926-06-04T04:53:19Z,36252,Tomscot,Hwangju-ŭp,,North Korea
ind-07749487-614,Sax,Rowbury,1966-07-25T15:03:49Z,342,Nancy,Hoeryŏng,,North Korea
ind-93255122-907,Pablo,Wyer,1992-08-20T01:20:34Z,6009,Chive,Anak,,North Korea
ind-82210335-053,Corilla,Tewkesbury,1947-10-02T14:06:31Z,5,Helena,Nanam,,North Korea
ind-33612744-596,Crichton,Groombridge,1956-04-19T05:12:16Z,7,Hoard,Kapsan-ŭp,,North Korea
ind-84443551-199,Kienan,Putson,1922-10-30T23:15:16Z,89237,Monterey,Aoji-ri,,North Korea
ind-21857425-984,Lonee,Bleckly,1959-10-21T17:31:46Z,4888,Mockingbird,Kimch’aek-si,,North Korea
ind-15559139-192,Zandra,Beekmann,1996-05-21T06:08:44Z,74,Mccormick,Sinŭiju,,North Korea
ind-97960835-563,Raina,Flacknoe,1989-02-13T18:16:47Z,325,Birchwood,Ŭiju,,North Korea
ind-81777791-007,Laurianne,Bramah,1991-10-19T04:36:30Z,25893,Elmside,Sunan,,North Korea
ind-78366842-992,Fredrika,Durban,1929-06-09T07:15:05Z,4,Utah,Namyang-dong,,North Korea
ind-85214301-910,Noby,Gladdin,1990-10-07T00:32:42Z,09717,Manufacturers,Namp’o,,North Korea
ind-49989121-185,Ker,Keneforde,1941-05-31T04:40:36Z,910,Northfield,Namp’o,,North Korea
ind-18719552-131,Lockwood,Craigheid,1964-02-16T00:13:32Z,51,Bluestem,Hyesan-dong,,North Korea
ind-46500945-708,Jennette,Brockington,1957-07-07T12:19:57Z,20,Mockingbird,Ŭiju,,North Korea
ind-73482443-713,Joella,Renney,1936-05-25T14:36:42Z,9,Sachtjen,Hamhŭng,,North Korea
ind-07098137-846,Chrisse,Tidbold,1948-09-22T15:54:23Z,94364,Twin Pines,Kyŏngsŏng,,North Korea
ind-93799261-774,Margot,Gaven,2006-11-20T21:33:51Z,4,Nevada,Samho-rodongjagu,,North Korea
ind-67296908-264,Rakel,Nazer,1967-05-31T16:02:43Z,5593,Pleasure,Hyesan-dong,,North Korea
ind-05706526-194,Sanderson,Laming,1972-10-08T20:47:33Z,36283,Novick,Iwŏn-ŭp,,North Korea
ind-57961095-520,Fern,Coupar,1928-02-08T18:30:07Z,20,Menomonie,T’ongch’ŏn-ŭp,,North Korea
ind-41522901-676,Dorry,Pursehouse,1921-02-11T06:14:09Z,2,Bowman,Najin,,North Korea
ind-14903796-952,Darbie,Feasley,1968-12-26T11:19:33Z,5,Hanover,Haeju,,North Korea
ind-13529209-499,Haywood,Housaman,1963-06-18T03:49:21Z,41575,Fremont,Anak,,North Korea
ind-56699642-389,Robina,O'Donoghue,1978-11-15T01:35:40Z,11,Oxford,Hwangju-ŭp,,North Korea
ind-79600150-586,Laina,Kershow,1973-11-08T12:14:36Z,5566,Hanover,Kilju,,North Korea
ind-98245345-456,Torey,Woodhams,1926-06-03T23:48:00Z,16497,Cherokee,Yŏnan-ŭp,,North Korea
ind-91557904-838,Fredra,Hansie,1928-07-23T11:15:08Z,715,Springview,Sinanju,,North Korea
ind-05545861-423,Major,Cissen,1937-04-17T16:53:57Z,18261,Bartelt,Samho-rodongjagu,,North Korea
ind-39610042-701,Jordanna,Willets,1939-05-18T19:58:05Z,0350,Rigney,Kaesŏng,,North Korea
ind-27814484-076,Thoma,Campanelli,1944-08-29T07:29:47Z,998,Logan,Sinanju,,North Korea
ind-94452239-002,Mason,Sanzio,1927-12-18T11:54:56Z,50191,Atwood,Sŏnbong,,North Korea
ind-11021797-335,Garrek,Deetlefs,1946-07-10T11:29:04Z,1211,Park Meadow,Sil-li,,North Korea
ind-76256621-419,Herve,Piscotti,1980-01-26T16:26:50Z,2686,Moland,Kosan,,North Korea
ind-06636799-171,Ky,Vaugham,2001-12-12T21:30:33Z,15,Sunnyside,Kapsan-ŭp,,North Korea
ind-43050238-799,Ramsey,Bleaden,1939-03-24T15:44:07Z,85828,Emmet,Kowŏn-ŭp,,North Korea
ind-30258556-657,Irena,Gowan,1990-01-16T01:00:33Z,5599,Ohio,Namyang-dong,,North Korea
ind-70125246-929,Birgitta,Dog,1975-08-31T14:19:53Z,7462,Cambridge,Kaesŏng,,North Korea
ind-57586164-156,Pearline,Richichi,1985-12-18T04:12:00Z,6,Packers,Ŭiju,,North Korea
ind-96697417-630,Meriel,Privett,1978-11-14T17:47:32Z,8656,Oriole,Ŭiju,,North Korea
ind-32916065-956,Hynda,Manford,1980-09-09T12:49:48Z,82226,Tennyson,Yŏnggwang-ŭp,,North Korea
ind-70544332-591,Jeanine,Piddocke,1969-07-04T16:25:41Z,6,Mosinee,Yuktae-dong,,North Korea
ind-97182411-971,Fernande,Rickasse,1937-11-19T17:03:03Z,45,Lien,Kaesŏng,,North Korea
ind-85450423-765,Pete,Bartoszek,1976-12-26T11:53:29Z,8,Grayhawk,Hyesan-dong,,North Korea
ind-03406940-788,Danna,Scoular,1936-03-22T12:23:08Z,40794,Merrick,Kanggye-si,,North Korea
ind-51313816-639,Ellie,Menico,1994-04-02T21:33:48Z,16,Eastwood,Namyang-dong,,North Korea
ind-91524457-248,Jourdain,Newlands,2006-03-24T01:54:34Z,33,Colorado,Sinanju,,North Korea
ind-96641221-675,Leodora,Shenton,1992-10-20T03:56:26Z,744,Elgar,Yuktae-dong,,North Korea
ind-26303950-911,Alleyn,Bentley,1942-05-21T23:31:23Z,574,Aberg,Pyongyang,,North Korea
ind-20601819-592,Mayor,Quinevan,1981-07-08T10:04:53Z,47,Mesta,Anak,,North Korea
ind-92335248-480,Lissy,Ondrus,1943-04-28T08:48:32Z,9,Armistice,Chaeryŏng-ŭp,,North Korea
ind-36443513-723,Borg,Obern,1972-07-03T07:23:03Z,73,Lighthouse Bay,Yuktae-dong,,North Korea
ind-89219613-691,Temp,Podbury,1954-11-15T07:01:58Z,8358,Bartelt,Kanggye-si,,North Korea
ind-25378912-540,Erv,Durnell,1927-12-15T16:40:02Z,55493,Dwight,Hŭngju-dong,,North Korea
ind-54437907-442,Glenn,O'Shields,1961-12-06T09:28:55Z,26,Merry,Yŏnggwang-ŭp,,North Korea
ind-55018366-657,Odelia,McAlinion,1947-01-14T23:11:15Z,471,Northview,Kimch’aek-si,,North Korea
ind-32006423-173,Nanete,Le - Count,1925-03-04T20:39:30Z,8,Hoepker,Hoeryŏng,,North Korea
ind-96791885-786,Brooks,Bultitude,1936-11-23T21:39:28Z,4903,Pearson,Chŏngju,,North Korea
ind-50455282-992,Pascal,Coper,1991-12-08T04:38:23Z,0,Prairieview,Nanam,,North Korea
ind-74942968-404,Corie,Pringell,1975-10-22T16:54:38Z,048,Hauk,Hŭkkyo-ri,,North Korea
ind-24943041-460,Reube,Howorth,1961-08-06T14:50:12Z,841,Messerschmidt,P’yŏngsŏng,,North Korea
ind-30310936-459,Maxie,Pogson,1984-03-26T20:30:24Z,633,Luster,Hŭkkyo-ri,,North Korea
ind-05874738-412,Ansell,Winsper,1920-10-16T12:17:57Z,4,Weeping Birch,Chaeryŏng-ŭp,,North Korea
ind-49400247-997,Adelaida,Allmen,1961-11-19T13:18:12Z,605,Ridgeway,Hyesan-si,,North Korea
ind-57264460-027,Charissa,Domaschke,1995-03-20T10:09:50Z,86,Huxley,Kilju,,North Korea
ind-77800596-192,Elonore,Halladay,1993-03-20T23:45:00Z,3252,Golf Course,Kimch’aek-si,,North Korea
ind-56771292-993,Teodoro,Correa,1966-01-12T12:38:24Z,93,Talmadge,Aoji-ri,,North Korea
ind-71282339-852,Burk,Marrows,1930-01-29T01:21:25Z,0,Eastlawn,Kapsan-ŭp,,North Korea
ind-78573222-370,Bryn,Chillingworth,1986-12-12T12:52:28Z,7,Loftsgordon,Yuktae-dong,,North Korea
ind-93802152-863,Hildagarde,Mattiessen,1978-12-06T23:26:25Z,0388,Chive,Sinŭiju,,North Korea
ind-77758527-773,Joice,Bushaway,1991-11-24T09:55:43Z,1,Spohn,Ongjin,,North Korea
ind-78541905-529,Susi,Oldacres,1953-09-06T16:24:21Z,4699,Derek,Hoeyang,,North Korea
ind-66798165-066,Leonora,Swiggs,1921-06-24T23:46:06Z,1,Dunning,T’ongch’ŏn-ŭp,,North Korea
ind-86501524-578,Marin,Higounet,1963-06-03T03:01:48Z,0,Bonner,Kapsan-ŭp,,North Korea
ind-99409177-266,Jennette,Brundale,1972-03-04T06:54:07Z,7,Brentwood,Sinanju,,North Korea
ind-96647042-760,Issie,Fairlem,1928-01-30T18:07:59Z,76,Elmside,Najin,,North Korea
ind-04049257-071,Herbert,Megainey,1969-09-08T06:16:35Z,28412,6th,Hongwŏn,,North Korea
ind-77862227-977,Lanni,Iffland,1968-10-02T13:08:44Z,2,Melody,Chasŏng,,North Korea
ind-04695365-071,Frieda,Jockle,1989-09-28T07:34:23Z,8,Fulton,Kaesŏng,,North Korea
ind-73010047-141,Lazaro,Jewson,1997-06-18T22:40:31Z,1,Mallard,Sŏnbong,,North Korea
ind-96790832-933,Merrel,Portchmouth,1953-03-07T05:42:13Z,34,Fuller,Hyesan-dong,,North Korea
ind-87374350-030,Ernie,Farloe,1970-01-13T16:44:09Z,1008,Lakeland,Chunghwa,,North Korea
ind-03769655-330,Joseph,Cromack,1925-11-21T19:35:06Z,48382,Beilfuss,P’yŏngsŏng,,North Korea
ind-45960384-347,Rogers,Stiebler,1985-04-25T12:53:37Z,25915,Katie,Samho-rodongjagu,,North Korea
ind-71161258-086,Inge,Patria,1943-09-11T20:41:06Z,3374,Utah,Ayang-ni,,North Korea
ind-85137715-267,Padgett,Bickerton,1935-04-18T13:26:41Z,1,Dayton,Sinanju,,North Korea
ind-01696216-093,Isak,Flicker,1961-03-08T16:23:48Z,6,Kipling,Chunghwa,,North Korea
ind-31278956-385,Hilton,Altree,1929-12-21T23:38:14Z,09,Eliot,Kyŏngsŏng,,North Korea
ind-03351372-663,Jayme,Peris,1966-10-23T22:26:35Z,384,Eastwood,Kujang-ŭp,,North Korea
ind-13266940-179,Tomkin,McAllister,2007-10-27T15:27:59Z,689,Graedel,Kapsan-ŭp,,North Korea
ind-56197043-286,Elysia,Clemente,1921-12-03T14:48:52Z,4364,Leroy,Iwŏn-ŭp,,North Korea
ind-96896218-295,Sofia,Imloch,1932-03-16T07:00:34Z,7284,American Ash,Hoeryŏng,,North Korea
ind-63234119-910,Daisie,Greenhaugh,1983-11-13T03:46:16Z,8802,Oriole,Hŭngju-dong,,North Korea
ind-69637074-345,Kristofor,Excell,1984-02-20T08:17:41Z,25363,Kedzie,Musan-ŭp,,North Korea
ind-90814860-053,Travers,Sneden,1951-08-23T16:57:27Z,95,Melvin,Anbyŏn-ŭp,,North Korea
ind-30298751-600,Karolina,Humpherson,1929-06-22T02:17:37Z,1,Hoepker,Hŭngju-dong,,North Korea
ind-96863066-132,Fidela,O'Brollachain,1939-06-27T07:08:24Z,5,Oriole,Chunghwa,,North Korea
ind-35357816-520,Peyton,Jaquin,1947-04-13T03:57:40Z,0,Algoma,Ayang-ni,,North Korea
ind-27315959-479,Flo,Dunning,1920-02-27T07:01:04Z,481,Ryan,Haeju,,North Korea
ind-37814223-138,Taddeusz,Firmager,1921-07-24T23:17:09Z,4,Dryden,Kaesŏng,,North Korea
ind-40639782-334,Desdemona,Cattermoul,1956-06-03T03:06:05Z,0616,Prairie Rose,Yuktae-dong,,North Korea
ind-48835865-703,Faunie,Zealey,1975-06-19T01:28:51Z,8075,Waxwing,Hyesan-si,,North Korea
ind-16942396-630,Nowell,Westnage,2009-10-12T07:39:05Z,5,Cottonwood,Chaeryŏng-ŭp,,North Korea
ind-65769670-757,Edgard,Jagielski,1948-12-10T16:52:49Z,0,Drewry,Anak,,North Korea
ind-11215718-785,Dallon,Defries,1995-06-28T12:36:53Z,5,Commercial,Chunghwa,,North Korea
ind-95458865-344,Valaria,Kingswood,1942-07-07T22:19:36Z,70267,Riverside,Kusŏng,,North Korea
ind-82074347-191,Idaline,Licas,1954-10-20T21:03:13Z,0,Pennsylvania,Kusŏng,,North Korea
ind-03978493-982,Reinaldos,Poge,1998-08-25T08:58:18Z,835,Oxford,Chunghwa,,North Korea
ind-10864254-207,Cassandry,Cammell,1974-10-01T13:43:14Z,4,Pearson,Hŭngju-dong,,North Korea
ind-68769408-510,Daffie,Flott,2005-02-15T14:40:32Z,46,Briar Crest,Iwŏn-ŭp,,North Korea
ind-82639672-739,Griffy,Alker,2009-08-27T18:57:03Z,583,Lunder,Hoeryŏng,,North Korea
ind-79132610-825,Dody,Metrick,1978-03-19T14:11:04Z,84,John Wall,Sinmak,,North Korea
ind-31415221-589,Bellanca,Tarquinio,1924-12-13T09:05:18Z,7463,Sloan,Yŏnggwang-ŭp,,North Korea
ind-35971814-176,Amabelle,Dumpleton,1976-08-22T17:13:37Z,260,Cardinal,Chasŏng,,North Korea
ind-67077887-872,Grantham,Cordero,1936-04-07T21:46:47Z,37,South,Hyesan-dong,,North Korea
ind-61176355-105,Anders,Farmar,1950-01-30T09:07:30Z,727,Helena,Pyongyang,,North Korea
ind-54281150-257,Bartel,Saurat,1962-06-01T09:29:26Z,50,Stuart,Samho-rodongjagu,,North Korea
ind-00908898-575,Demetria,Cahill,1950-03-16T07:13:43Z,9,Vidon,Samho-rodongjagu,,North Korea
ind-34057215-730,Tommie,Eshmade,1990-02-05T12:15:57Z,6655,Arapahoe,Kosan,,North Korea
ind-29650810-610,Daron,Humby,1975-07-01T12:04:52Z,53142,Sachs,Anak,,North Korea
ind-29054989-591,Fannie,Simeoli,1929-09-13T07:02:00Z,84290,Sage,Pyongyang,,North Korea
ind-36941366-449,Karita,Petheridge,1990-01-26T18:39:00Z,1,Birchwood,Anju,,North Korea
ind-82402094-152,Gwyn,Tregoning,2000-11-12T10:56:57Z,950,American Ash,Ayang-ni,,North Korea
ind-36642554-068,Weidar,Balazs,1968-04-01T15:34:42Z,67,Straubel,Hyesan-dong,,North Korea
ind-24427709-716,Gena,Benoey,1930-09-11T05:24:20Z,70,Merchant,Chŏngju,,North Korea
ind-15210708-953,Friederike,Pell,1948-06-11T07:35:21Z,7,North,Kapsan-ŭp,,North Korea
ind-68615455-672,Karrah,Brearton,1951-07-29T03:06:34Z,50167,Eliot,Chunghwa,,North Korea
ind-13795432-133,Kimberlyn,Swaysland,1939-04-24T09:25:43Z,7,Burrows,Yŏnan-ŭp,,North Korea
ind-44630739-576,Pepe,Toy,1946-04-05T01:37:51Z,38465,Holy Cross,Sunan,,North Korea
ind-03039678-150,Sher,de Almeida,1925-05-10T03:10:50Z,00,Express,Musan-ŭp,,North Korea
ind-23840875-081,Bobbye,Marshfield,1923-02-21T01:05:47Z,34742,Vermont,Anak,,North Korea
ind-88986511-487,Finley,Jane,1934-01-12T15:54:15Z,7,Hermina,Kujang-ŭp,,North Korea
ind-28613886-302,Bail,Iggo,1943-05-31T16:30:04Z,126,Weeping Birch,Yŏnggwang-ŭp,,North Korea
ind-28648943-233,Pam,Alu,1992-02-17T03:05:15Z,09535,Forest Run,Iwŏn-ŭp,,North Korea
ind-06480541-984,Moreen,Paulson,1988-08-20T19:10:51Z,30,Haas,Hyesan-si,,North Korea
ind-97454517-485,Lina,Haggish,1978-07-21T11:18:42Z,62,Rusk,Changyŏn,,North Korea
ind-37177343-653,Andy,Sotham,1960-12-10T06:39:41Z,206,Bluejay,Kimch’aek-si,,North Korea
ind-14097069-240,Haleigh,Kennally,1939-02-27T09:04:02Z,32,Nova,Hyesan-dong,,North Korea
ind-24679612-844,Yvette,MacDearmont,1957-11-18T07:58:02Z,74170,Little Fleur,Anju,,North Korea
ind-69878011-747,Sandy,Shearme,1969-09-25T21:27:00Z,7828,Onsgard,Kimch’aek-si,,North Korea
ind-68345561-977,Blinni,Wabey,2006-06-27T08:31:59Z,01,Prairie Rose,Sŏnbong,,North Korea
ind-62233937-621,David,Leeson,1956-12-10T02:10:41Z,5,Spaight,Nanam,,North Korea
ind-63827038-479,Rooney,Dunford,1995-04-22T04:20:17Z,87,Shelley,Sil-li,,North Korea
ind-67817009-470,Karyn,Foxton,1934-10-07T14:15:58Z,92,Redwing,Chongjin,,North Korea
ind-72201890-582,Hew,Jimenez,1927-10-13T17:22:10Z,8270,Monica,Samho-rodongjagu,,North Korea
ind-06834794-713,Dietrich,Blaxlande,1958-11-07T19:27:24Z,5237,Utah,Sariwŏn,,North Korea
ind-61519870-631,Kati,Luscott,1935-02-09T17:45:51Z,60,Bonner,Hŭngnam,,North Korea
ind-66335361-934,Heida,Cromblehome,1991-09-14T14:51:15Z,19453,Toban,Changyŏn,,North Korea
